accession,reference_length,covered_bases,reads_aligned,mean_coverage,RPKMF,sequence_name,taxid,kingdom,phylum,class,order,family,genus,species,subspecies,strain,sample_ID,total_filtered_reads_in_sample,reads_per_million,match,date_parsed,sample_type
FJ755404.1,6771,1213,17,0.42108443,0.163712,"Human astrovirus 1 Beijing/291/2007/CHN, complete genome",626180,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/291/2007/CHN,Human astrovirus 1 Beijing/291/2007/CHN,W148,15336139,1.1084928220851415,2,2024-12-23,Wastewater
FJ755405.1,6771,1744,78,1.7406737,0.751148,"Human astrovirus 1 Beijing/293/2007/CHN, complete genome",626181,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 1 Beijing/293/2007/CHN,Human astrovirus 1 Beijing/293/2007/CHN,W148,15336139,5.08602588956712,2,2024-12-23,Wastewater
FJ810126.1,5759,5759,3988,94.68818,45.1536,"Culex pipiens densovirus, complete genome",185638,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoambidensovirus,Dipteran protoambidensovirus 1,Culex pipiens densovirus,Culex pipiens densovirus,W148,15336139,260.0393749691497,2,2024-12-23,Wastewater
FJ973560.1,4958,3837,2024,61.215473,26.6188,"Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome",1511881,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 2,Human bocavirus 2b NI,Human bocavirus 2b NI,W148,15336139,131.9758512882545,2,2024-12-23,Wastewater
FM955837.2,7466,3488,114,2.3205304,0.995637,"Human papillomavirus type 98, complete genome",587347,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 98,Human papillomavirus 98,W148,15336139,7.433422453982714,2,2024-12-23,Wastewater
FM955839.1,7380,3019,77,1.6687413,0.680328,"Human papillomavirus type 100, complete genome",587349,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 100,Human papillomavirus 100,W148,15336139,5.0208204294444645,2,2024-12-23,Wastewater
FN677756.1,7386,2150,127,2.8970425,1.12119,"Human papillomavirus type 151, complete genome, isolate SIBX2",743812,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 151,Human papillomavirus 151,W148,15336139,8.281093435577233,2,2024-12-23,Wastewater
GQ180114.1,7378,546,16,0.33204207,0.141405,"Rattus norvegicus papillomavirus 1 EES-2009, complete genome",664730,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Pipapillomavirus,Pipapillomavirus 2,Rattus norvegicus papillomavirus 1,Rattus norvegicus papillomavirus 1,W148,15336139,1.043287361962486,2,2024-12-23,Wastewater
GQ845442.1,7304,2123,133,3.1399217,1.18734,"Human papillomavirus type 120, complete genome",765052,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 120,Human papillomavirus 120,W148,15336139,8.672326196313167,2,2024-12-23,Wastewater
GQ845444.1,7397,4044,235,5.2054644,2.07155,"Human papillomavirus type 122, complete genome",765054,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 122,Human papillomavirus 122,W148,15336139,15.323283128824015,2,2024-12-23,Wastewater
GQ845446.1,7489,1208,63,1.236817,0.54853,"Human papillomavirus type 124, complete genome",765056,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,human papillomavirus 124,human papillomavirus 124,W148,15336139,4.107943987727289,2,2024-12-23,Wastewater
GU452720.1,3893,2572,370,14.308309,6.19728,"Mosquito densovirus BR/07, complete genome",945962,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Brevidensovirus,Mosquito densovirus BR/07,unclassified Mosquito densovirus BR/07 subspecies/strain,unclassified Mosquito densovirus BR/07 strain,W148,15336139,24.12602024538249,2,2024-12-23,Wastewater
GU937877.1,3302,2756,49,2.3312182,0.967616,"Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W148,15336139,3.195067546010114,2,2024-12-23,Wastewater
GU937881.1,1356,1105,37,4.9237146,1.77921,"Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds",204932,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Caprine rotavirus A,Caprine rotavirus A,W148,15336139,2.4126020245382493,2,2024-12-23,Wastewater
HF930491.1,7359,876,22,0.50700516,0.194934,"Human papillomavirus type 174 complete genome, isolate V001",1347832,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 174,Human papillomavirus 174,W148,15336139,1.4345201226984183,2,2024-12-23,Wastewater
HM011556.1,5387,5314,517,15.427535,6.25788,"Merkel cell polyomavirus isolate R17b, complete genome",493803,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus quintihominis,Merkel cell polyomavirus,Merkel cell polyomavirus,W148,15336139,33.71122288341283,2,2024-12-23,Wastewater
HM011560.1,4926,1026,61,1.7860134,0.807457,"Polyomavirus HPyV6 isolate 607a, complete genome",746830,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus sextihominis,Human polyomavirus 6,Human polyomavirus 6,W148,15336139,3.977533067481978,2,2024-12-23,Wastewater
HM999997.1,7375,929,78,1.6561937,0.689631,"Human papillomavirus type 145 isolate CL4112, complete genome",1070418,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus 145,Human papillomavirus 145,W148,15336139,5.08602588956712,2,2024-12-23,Wastewater
HQ291308.1,5267,1321,31,1.1919093,0.38378,"Porcine bocavirus H18, partial genome",1511887,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 4,Porcine bocavirus H18,Porcine bocavirus H18,W148,15336139,2.021369263802317,2,2024-12-23,Wastewater
HQ625441.1,7724,1450,90,1.6043042,0.759774,"Rattus norvegicus papillomavirus 2, complete genome",1036965,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Rattus norvegicus papillomavirus 2,Rattus norvegicus papillomavirus 2,W148,15336139,5.868491411038985,2,2024-12-23,Wastewater
HQ738642.1,2036,754,66,5.180806,2.11373,"Circovirus NGchicken38/NGA/2009 isolate NGchicken38, complete genome",942030,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Pigeon circovirus,Circovirus NGchicken38/NGA/2009,Circovirus NGchicken38/NGA/2009,W148,15336139,4.303560368095256,2,2024-12-23,Wastewater
J02226.1,5130,4977,8387,247.9277,106.604,JC virus complete genome,10632,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus secuhominis,JC polyomavirus,JC polyomavirus,W148,15336139,546.8781940487107,2,2024-12-23,Wastewater
J02275.1,5149,803,61,2.5479095,0.772487,"Minute virus of mice, complete genome",10794,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 1,Minute virus of mice,Minute virus of mice,W148,15336139,3.977533067481978,2,2024-12-23,Wastewater
JF304768.1,7480,526,38,0.7776262,0.331258,"Human papillomavirus type 152 isolate Muc17.1, complete genome",990302,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus 152,Human papillomavirus 152,W148,15336139,2.4778074846609046,2,2024-12-23,Wastewater
JF429834.1,5278,1548,20,0.5846334,0.247084,"Porcine bocavirus 3 strain SH20F, complete genome",1084715,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 5,Porcine bocavirus 3,Porcine bocavirus 3,W148,15336139,1.3041092024531076,2,2024-12-23,Wastewater
JN648103.1,5413,1450,37,0.88143647,0.445705,"Canine bocavirus 1 isolate Con-161, complete genome",1511885,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Carnivore bocaparvovirus 2,Canine bocavirus 1,Canine bocavirus 1,W148,15336139,2.4126020245382493,2,2024-12-23,Wastewater
JX195076.1,2591,1856,22,1.35805,0.553655,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W148,15336139,1.4345201226984183,2,2024-12-23,Wastewater
JX195078.1,1356,1143,29,3.5199006,1.39451,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence",1307163,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8,W148,15336139,1.890958343557006,2,2024-12-23,Wastewater
JX262162.1,4939,505,36,1.1275841,0.475278,"Human polyomavirus 10 isolate 10ww, complete genome",1208309,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus decihominis,unclassified Deltapolyomavirus decihominis subspecies/strain,unclassified Deltapolyomavirus decihominis strain,W148,15336139,2.3473965644155936,2,2024-12-23,Wastewater
KC782514.2,1566,1461,48,5.0056496,1.99863,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,W148,15336139,3.129862085887458,2,2024-12-23,Wastewater
KC782515.2,1059,1023,35,5.733773,2.15504,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,W148,15336139,2.2821911042929384,2,2024-12-23,Wastewater
KC782516.2,1066,944,27,4.584061,1.65155,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,W148,15336139,1.7605474233116953,2,2024-12-23,Wastewater
KC782520.2,2687,2585,122,7.206543,2.96058,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds",1349389,Viruses,Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A,Rotavirus A human-wt/USA/LB1562/2010/G9P4,Rotavirus A human-wt/USA/LB1562/2010/G9P4,W148,15336139,7.955066134963956,2,2024-12-23,Wastewater
KF039910.1,6792,2767,51,1.1550738,0.489617,"Human astrovirus 2 isolate Rus-Nsc05-430, complete genome",12701,Viruses,Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 1,Human astrovirus 2,Human astrovirus 2,W148,15336139,3.325478466255425,2,2024-12-23,Wastewater
KJ206566.1,2836,1524,144,7.473939,3.31086,"Human circovirus VS6600022, complete genome",1525173,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Human circovirus VS6600022,unclassified Human circovirus VS6600022 subspecies/strain,unclassified Human circovirus VS6600022 strain,W148,15336139,9.389586257662375,2,2024-12-23,Wastewater
KJ417134.1,2980,2968,1067,54.747704,23.3471,"Porcine stool-associated circular virus 4 isolate CP2, complete genome",1475062,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Porcine stool-associated circular virus 4,unclassified Porcine stool-associated circular virus 4 subspecies/strain,unclassified Porcine stool-associated circular virus 4 strain,W148,15336139,69.5742259508733,2,2024-12-23,Wastewater
KM496323.1,4746,3087,44,1.4954308,0.604518,"Bovine polyomavirus 1 isolate 1S5, complete genome",1561702,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Epsilonpolyomavirus,Epsilonpolyomavirus bovis,Bovine polyomavirus 1,Bovine polyomavirus 1,W148,15336139,2.8690402453968367,2,2024-12-23,Wastewater
KM874353.1,1942,1890,802,66.36552,26.9283,"Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012, complete genome",1618247,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Avon-Heathcote Estuary associated circular virus 23,unclassified Avon-Heathcote Estuary associated circular virus 23 subspecies/strain,unclassified Avon-Heathcote Estuary associated circular virus 23 strain,W148,15336139,52.29477901836962,2,2024-12-23,Wastewater
KR075943.1,5318,1569,64,1.988777,0.784722,"Rattus norvegicus polyomavirus 1 isolate 3690, complete genome",1679933,Viruses,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus ranorvegicus,Rattus norvegicus polyomavirus 1,Rattus norvegicus polyomavirus 1,W148,15336139,4.173149447849944,2,2024-12-23,Wastewater
KR704912.1,3811,1245,94,3.4162798,1.60832,"Chimpanzee faeces associated circular DNA virus 1 isolate CPNG_29286, complete genome",1676184,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Chimpanzee faeces associated circular DNA virus 1,unclassified Chimpanzee faeces associated circular DNA virus 1 subspecies/strain,unclassified Chimpanzee faeces associated circular DNA virus 1 strain,W148,15336139,6.129313251529607,2,2024-12-23,Wastewater
KR816170.1,7416,1430,26,0.47247455,0.228606,"Human papillomavirus type 182 isolate ACS214, complete genome",1851125,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus type 182,Human papillomavirus type 182,W148,15336139,1.6953419631890398,2,2024-12-23,Wastewater
KR816181.1,7260,726,25,0.51772153,0.224537,"Human papillomavirus type 194 isolate ACS290, complete genome",1851219,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Gammapapillomavirus,Human papillomavirus type 194,unclassified Human papillomavirus type 194 subspecies/strain,unclassified Human papillomavirus type 194 strain,W148,15336139,1.6301365030663846,2,2024-12-23,Wastewater
KR816182.1,7569,2573,114,2.7912118,0.982088,"Human papillomavirus type 195 isolate ACS380, complete genome",1851220,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus type 195,Human papillomavirus type 195,W148,15336139,7.433422453982714,2,2024-12-23,Wastewater
KR816183.1,7500,813,62,1.1223129,0.539032,"Human papillomavirus type 196 isolate ACS058, complete genome",1851221,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 1,Human papillomavirus type 196,Human papillomavirus type 196,W148,15336139,4.042738527604634,2,2024-12-23,Wastewater
KT149399.1,2522,834,19,1.0860034,0.491239,"Circovirus-like genome DCCV-6, complete genome",1788446,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-6,unclassified Circovirus-like genome DCCV-6 subspecies/strain,unclassified Circovirus-like genome DCCV-6 strain,W148,15336139,1.2389037423304523,2,2024-12-23,Wastewater
KT149400.1,3021,711,29,1.5214211,0.625938,"Circovirus-like genome DCCV-7, complete genome",1788447,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-7,unclassified Circovirus-like genome DCCV-7 subspecies/strain,unclassified Circovirus-like genome DCCV-7 strain,W148,15336139,1.890958343557006,2,2024-12-23,Wastewater
KT149403.1,2320,1386,130,8.070046,3.65375,"Circovirus-like genome DCCV-10, complete genome",1788438,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DCCV-10,unclassified Circovirus-like genome DCCV-10 subspecies/strain,unclassified Circovirus-like genome DCCV-10 strain,W148,15336139,8.476709815945199,2,2024-12-23,Wastewater
KT149407.1,1173,698,35,4.836755,1.9456,"Circovirus-like genome DHCV-1, complete genome",1788450,Viruses,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,unclassified Circoviridae genus,Circovirus-like genome DHCV-1,unclassified Circovirus-like genome DHCV-1 subspecies/strain,unclassified Circovirus-like genome DHCV-1 strain,W148,15336139,2.2821911042929384,2,2024-12-23,Wastewater
KT454512.1,5212,881,45,1.5681549,0.562979,"Rat bocavirus strain HK1S, complete genome",1788315,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rodent bocaparvovirus 1,Rat bocavirus,Rat bocavirus,W148,15336139,2.9342457055194924,2,2024-12-23,Wastewater
KT868811.1,4456,631,79,2.751974,1.15602,"Cutavirus strain BR-337 NS1, putative VP1, hypothetical protein, VP2, and hypothetical protein genes, complete cds",1867125,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Primate protoparvovirus 3,Cutavirus,Cutavirus,W148,15336139,5.151231349689775,2,2024-12-23,Wastewater
KT945134.1,7707,2818,122,2.5958714,1.03219,"Rattus norvegicus papillomavirus 3 isolate Rat_60S, complete genome",1756445,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Iotapapillomavirus,Iotapapillomavirus 1,Rattus norvegicus papillomavirus 3,Rattus norvegicus papillomavirus 3,W148,15336139,7.955066134963956,2,2024-12-23,Wastewater
KU727766.1,5166,2299,113,3.61563,1.42629,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,unclassified Parvoviridae genus,Parus major densovirus,unclassified Parus major densovirus subspecies/strain,unclassified Parus major densovirus strain,W148,15336139,7.368216993860058,2,2024-12-23,Wastewater
KX121164.1,41981,691,196,0.67411727,0.30443,"Pigeon adenovirus 2 isolate YPDS-Y-V1.A19.11-2013, complete genome",1907767,Viruses,Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Pigeon aviadenovirus B,Pigeon adenovirus 2,Pigeon adenovirus 2,W148,15336139,12.780270184040456,2,2024-12-23,Wastewater
KY040275.1,188253,3003,31,0.7198184,0.0107375,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,Viruses,Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,Molluscum contagiosum virus subtype 1,Molluscum contagiosum virus subtype 1,W148,15336139,2.021369263802317,2,2024-12-23,Wastewater
KY242583.1,7399,913,31,0.68299073,0.273195,"Human papillomavirus type 209 isolate FA108, complete genome",1961924,Viruses,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Betapapillomavirus,Betapapillomavirus 2,Human papillomavirus type 209,Human papillomavirus type 209,W148,15336139,2.021369263802317,2,2024-12-23,Wastewater
KY489985.1,5200,4902,217,6.4526734,2.72107,"Porcine bocavirus 1 isolate JOA_011, complete genome",1048219,Viruses,Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Ungulate bocaparvovirus 2,Porcine bocavirus 1,Porcine bocavirus 1,W148,15336139,14.149584846616218,2,2024-12-23,Wastewater
